,title,house_type,address,house_age,floor_space,price,per_price
667,五期G9捷運黃金店面,華廈,台中市西屯區大墩十八街,27.0,118,3380,28.64
668,大城仰雲角間店面,華廈,台中市西屯區安和路,2.0,55,3580,65.09
669,七期西側透店,透天,台中市西屯區朝馬七街,27.0,77,3680,47.79
670,七期商辦龍門路透天店面,透天,台中市西屯區龍門路,27.0,85,3680,43.29
671,逢甲商圈黃金角店,華廈,台中市西屯區文華路,14.0,53,3680,70.77
672,七期NTC辦公大樓,華廈,台中市西屯區市政北二路,4.0,70,3680,53.33
673,七期NTC商辦,華廈,台中市西屯區市政北二路,4.0,88,3680,42.3
674,長安路6米6大面寬透店,透天,台中市西屯區長安路二段,38.0,53,3780,72.69
675,水湳市場八米大面寬店面,透天,台中市西屯區長安路二段,38.0,53,3780,72.69
676,正長安路5.6米大面寬透店,透天,台中市西屯區長安路二段,38.0,53,3780,72.69
677,七期地標NTC高樓商辦,華廈,台中市西屯區市政北二路,4.0,80,3798,48.08
678,七期NTC商辦,華廈,台中市西屯區市政北二路,4.0,80,3888,49.22
679,逢甲商圈黃金透店,透天,台中市西屯區文華路,16.0,80,3980,49.75
680,歌劇院十米大面寬店面,華廈,台中市西屯區大隆路,25.0,59,3980,67.46
681,逢甲正文華路邊間店套,透天,台中市西屯區文華路,16.0,81,3980,49.75
682,七期CBD商辦空戶可看,華廈,台中市西屯區朝富路,7.0,111,4198,37.82
683,七期A辦CBD-B5戶,華廈,台中市西屯區朝富路,7.0,111,4198,37.82
684,薇風廣場大面寬金店面,透天,台中市西屯區福雅路,18.0,139,4200,30.43
685,七期A辦CBD-B3戶,華廈,台中市西屯區朝富路,7.0,120,4538,38.13
686,七期CBD商辦超值首選,華廈,台中市西屯區朝富路,7.0,120,4538,38.13
687,中科薇風廣場雙透店,透天,台中市西屯區福雅路,18.0,111,4580,41.64
688,正逢甲大學旁金店面,公寓,台中市西屯區逢甲路,31.0,60,4580,76.33
689,七期A辦CBD-B2戶,華廈,台中市西屯區朝富路,7.0,122,4598,38.0
690,七期CBD時代廣場陽台戶,華廈,台中市西屯區朝富路,7.0,122,4598,38.0
691,逢甲商圈生活大師收租樓店,華廈,台中市西屯區上石北二巷,30.0,313,4680,15.0
692,文華高中捷運站稀有金透店,透天,台中市西屯區甘肅路一段,24.0,80,4688,59.34
693,逢甲文華路透店,透天,台中市西屯區文華路,52.0,49,4740,96.73
694,潮洋前院停車透天店面,透天,台中市西屯區環河路,23.0,97,4880,50.83
695,逢甲正文華路透店,透天,台中市西屯區文華路,52.0,49,4900,100.0
696,逢甲大學黃金透店,透天,台中市西屯區逢甲路,38.0,29,4980,171.72
697,T-Power市政廣場 ,華廈,台中市西屯區市政北七路,5.0,129,5288,40.99
698,逢甲角間金店面,華廈,台中市西屯區黎明路三段,10.0,62,5500,88.71
699,市政府五期純商辦,華廈,台中市西屯區市政北一路,23.0,196,5800,29.74
700,逢甲高質感全新店面,華廈,台中市西屯區漢翔路,10.0,74,5880,80.55
701,朝馬全新臨路電梯透店五房,透天,台中市西屯區朝馬路,4.0,105,5888,56.62
702,東海商圈熱鬧角店,透天,台中市西屯區台灣大道５段,42.0,32,5980,192.9
703,七期A辦CBD-B6露台戶,華廈,台中市西屯區朝富路,7.0,163,6198,38.26
704,七期CBD商辦中心裝潢戶,華廈,台中市西屯區朝富路,7.0,163,6198,38.26
705,上明24孝金雞母,華廈,台中市西屯區上明一街,34.0,41,6350,154.88
706,逢甲大學稀有買地送厝,透天,台中市西屯區西安街,,50,6600,134.69
707,VR-正大墩路燙金店面,華廈,台中市西屯區大墩路,20.0,83,6600,79.52
708,七期A級CBD露台戶B1,華廈,台中市西屯區朝富路,7.0,176,6698,38.27
709,七期CBD時代廣場角間露台,華廈,台中市西屯區朝貴一街,7.0,176,6698,38.27
710,聚合發天琴奢華合併戶雙平,華廈,台中市西屯區市政北六路,13.0,153,7200,47.37
711,稀有大面寬住商三合一透店,透天,台中市西屯區寧夏東四街,28.0,160,7200,45.28
712,七期NTC商辦,華廈,台中市西屯區市政北二路,4.0,154,7480,48.89
713,正文華路黃金透店,透天,台中市西屯區文華路,43.0,90,7800,86.67
714,近捷運站大面寬店面,華廈,台中市西屯區文心路三段,29.0,215,7800,36.45
715,重慶路大地坪透店,透天,台中市西屯區重慶路,43.0,147,9360,63.67
716,逢甲大學金雞母店面25套,透天,台中市西屯區逢甲路,29.0,188,9800,52.41
717,文心捷運角間透店,透天,台中市西屯區西屯路二段,44.0,231,12500,54.35
718,逢甲傳家收租面寬金店套,透天,台中市西屯區西安街,45.0,87,12500,143.68
719,文心路賺錢角間店面透天,透天,台中市西屯區西屯路二段,44.0,231,12500,54.35
720,逢甲大學雙店面,透天,台中市西屯區西安街,45.0,87,12800,147.13
721,逢甲鑽石雙透店收租套房,透天,台中市西屯區西安街,45.0,87,12800,147.13
722,中科永福路傳家之寶,未提供,台中市西屯區永福路,18.0,96,13800,145.26
723,七期總太觀鼎電梯樓店,華廈,台中市西屯區市政北三路,15.0,225,15000,66.67
724,逢甲正文華路黃金透店,透天,台中市西屯區文華路,49.0,50,15000,300.0
725,逢甲福星路角間透店,透天,台中市西屯區福星路,24.0,108,16000,148.15
726,逢甲12期創意商旅25間套房,透天,台中市西屯區福星北一街,6.0,284,16000,56.34
727,逢甲高收租角店,透天,台中市西屯區福星路,49.0,36,16800,480.0
728,七期鑽石級店面,華廈,台中市西屯區市政北三路,15.0,225,18000,80.0
729,逢甲大面寬黃金店面,透天,台中市西屯區西屯路二段,57.0,130,22150,171.71
730,文心捷運乙種工業區廠住,透天,台中市西屯區長安路一段,43.0,327,22890,70.0
731,逢甲商圈鑽石級大面寬透店,透天,台中市西屯區慶和街,14.0,27,25990,999.62
732,NTC國家商貿中心高樓層,華廈,台中市西屯區市政北二路,4.0,986,44380,45.01
733,NTC國家商貿中心整層商辦,華廈,台中市西屯區市政北二路,4.0,76,44380,591.73
734,NTC國際商貿中心,華廈,台中市西屯區市政北二路,4.0,986,44380,45.01
735,逢甲商圈/中醫大優質套房,華廈,台中市西屯區西屯路二段,29.0,7,168,28.0
736,逢甲絕版稀有陽台套房,公寓,台中市西屯區文華路,40.0,6,238,39.67
737,逢甲近水樓台收租套房3,華廈,台中市西屯區至善路,29.0,8,265,33.12
738,近水樓台陽台美套房之9,華廈,台中市西屯區至善路,29.0,8,265,33.12
739,近水樓台陽台美套房之10,華廈,台中市西屯區至善路,29.0,8,265,33.12
740,臨近東海商圈衛浴開窗套房,華廈,台中市西屯區福瑞街,28.0,9,278,30.89
741,逢甲商圈珍愛逢甲套房2,華廈,台中市西屯區至善路,16.0,9,288,32.0
742,逢甲商圈珍愛逢甲套房3,華廈,台中市西屯區至善路,16.0,9,288,32.0
743,逢甲商圈珍愛逢甲套房1,華廈,台中市西屯區至善路,16.0,9,295,32.78
744,逢甲樺門(5-2)(5-3),公寓,台中市西屯區華夏巷西五弄,43.0,9,318,35.33
745,珍愛逢甲雙套房,華廈,台中市西屯區,16.0,18,580,32.22
746,逢甲魔術2房,華廈,台中市西屯區櫻城五街,27.0,12,688,62.55
747,走路到捷運站全新3樓美寓,公寓,台中市西屯區漢成街,34.0,25,698,29.08
748,全新整理3樓優質公寓,公寓,台中市西屯區,34.0,25,698,29.08
749,捷運超值三房,公寓,台中市西屯區永昌街,33.0,37,698,18.86
750,逢甲首購溫馨二房,華廈,台中市西屯區上石北二巷,30.0,24,738,32.09
751,西屯文心櫻花捷運2+1房,華廈,台中市西屯區文心路三段,29.0,26,780,30.0
752,正精明商圈三房美寓,公寓,台中市西屯區精誠路,39.0,27,858,33.0
753,專簽★秒殺DUA逢甲夢想特,華廈,台中市西屯區青海南街,4.0,27,896,34.46
754,秒殺專簽市政愛悅我最便宜,華廈,台中市西屯區臺灣大道三段,0.0,29,980,33.79
755,台中 市政香榭,華廈,台中市西屯區,16.0,27,998,36.96
756,富旺天際投資收租皆宜,華廈,台中市西屯區至善路,0.0,25,998,39.92
757,漢口商圈收租四套美寓,公寓,台中市西屯區漢口路二段,35.0,26,998,38.38
758,愛悅C12-04,華廈,台中市西屯區臺灣大道三段,0.0,27,1028,38.07
759,西屯水湳經貿二房平車,華廈,台中市西屯區,0.0,31,1080,34.84
760,逢甲收租豪華2房附車位,華廈,台中市西屯區西屯路二段,28.0,34,1088,32.97
761,小資族住七期 市政愛悅36F,華廈,台中市西屯區,0.0,27,1089,40.33
