,title,house_type,address,house_age,floor_space,price,per_price
148,部子全新三車獨棟別墅,透天,台中市北屯區部子巷,0,32.32,1880,58.75
149,十一期高質感臨路電梯豪墅,透天,台中市北屯區山西北二街,16,102.22,5688,55.76
150,十期獨棟雙車庭院四房別墅,透天,台中市北屯區太和東街,11,56.98,3288,58.71
151,太原車站漂亮三房平車,華廈,台中市北屯區九龍街,30,36.96,928,25.78
152,普林斯頓德鑫MIT大三房,華廈,台中市北屯區崇德二路二段,6,58.76,2388,41.17
153,太原車站旁大地坪透天,透天,台中市北屯區國強街,54,28.13,1180,42.14
154,松竹商圈臨路前院面寬別墅,透天,台中市北屯區松安街,38,40.86,1880,47.0
155,太原車站旁朝南孝親墅,透天,台中市北屯區國強街,54,28.13,1180,42.14
156,心之所向(預售屋),華廈,台中市北屯區太原路三段,0,35.01,958,27.37
157,心之所向成家首選2房,華廈,台中市北屯區太原段,0,35.01,958,27.37
158,太原車站旁大地坪透天,透天,台中市北屯區國強街,54,28.13,1180,42.14
159,僑孝國小旁稀有1F,華廈,台中市北屯區北屯路,22,43.98,1058,24.6
160,絕美視野三房平車文心捷運,華廈,台中市北屯區文心路四段,20,40.13,1398,34.95
161,聚佳捷作大面寬四平車店面,華廈,台中市北屯區敦富十街,2,85.1,2680,31.53
162,總太聚作中高樓2房平車,華廈,台中市北屯區,0,36.82,1060,29.44
163,富宇峰景視野3房平車,華廈,台中市北屯區敦富路,0,39.79,1398,35.85
164,富宇高樓三房平車視野戶 ,華廈,台中市北屯區,0,39.78,1398,35.85
165,鵬程new1北屯雙鐵共構視野,華廈,台中市北屯區北屯路,7,127.17,3880,30.55
166,崇德薈大兩房平車 ,華廈,台中市北屯區,0,32.11,1250,39.06
167,大漁所在漂亮三房,華廈,台中市北屯區修齊街,0,50.0,1780,35.6
168,德鑫鑫時代全新2房平車,華廈,台中市北屯區太原路三段,1,42.26,1398,33.29
169,昌平商圈百坪五層透店,透天,台中市北屯區安順東十街,27,111.51,3688,33.23
170,翠西梅諾四房平車大坪數高,華廈,台中市北屯區梅川西路四段,28,72.96,1780,24.72
171,太宇尊爵高樓視野二房平車,華廈,台中市北屯區北屯路,26,24.33,838,34.92
172,大買家雙捷運視野兩房平車,華廈,台中市北屯區北屯路,26,24.34,838,34.92
173,社區最合理價G5捷運平車,華廈,台中市北屯區文心路四段,26,62.0,1300,20.97
174,正松竹路電梯金透店,透天,台中市北屯區松竹路二段,41,56.67,3180,56.79
175,北平路G6黃金透店,透天,台中市北屯區北平路四段,38,64.39,3680,57.5
176,G6站高樓美套房,華廈,台中市北屯區文心路四段,26,9.85,268,29.78
177,文昌國小溫馨漂亮2房,華廈,台中市北屯區昌平路一段,28,18.25,638,35.44
178,北屯路金透天 ,透天,台中市北屯區北屯路,55,17.88,1468,86.35
179,面公園一手屋全新整理透天,透天,台中市北屯區北屯路,37,35.46,2750,78.57
180,水湳市場大面寬孝親房透天,透天,台中市北屯區中清路二段,51,15.54,1180,78.67
181,總統閣廈,華廈,台中市北屯區天津路四段,27,25.06,838,33.52
182,近水湳市場便宜透天,透天,台中市北屯區中清路二段,0,21.47,1080,51.43
183,四維捷運站2房視野小豪宅,華廈,台中市北屯區天津路四段,27,25.06,838,33.52
184,北平商圈一樓公寓,公寓,台中市北屯區文昌東四街,38,22.09,998,45.36
185,總太心之所向2房平車,華廈,台中市北屯區環太東路,-2,26.13,958,36.85
186,正瀋陽路最俗的住店合一,公寓,台中市北屯區瀋陽路三段,36,20.58,1200,60.0
187,G6正北平賺錢金透天,透天,台中市北屯區北平路四段,38,64.38,3680,57.5
188,崇德捷運站蛋黃區店面,透天,台中市北屯區北平路四段,38,64.39,3680,57.5
189,四維國小室內大可改套,公寓,台中市北屯區旅順路二段,37,43.9,858,19.95
190,文心國小1+2樓店,華廈,台中市北屯區安順東四街,28,30.68,1260,42.0
